R-Strength,H-Strength,VP,Cities,Dev,Round,Winner
4,4,3,0,2,1,0
9,15,2,0,0,1,1
10,4,3,0,3,1,0
6,4,2,0,0,1,0
4,6,3,0,2,1,0
9,2,2,0,1,1,1
10,9,3,0,3,1,0
6,6,2,0,0,1,0
4,1,5,0,3,1,0
9,8,2,0,1,1,1
10,1,5,0,4,1,0
6,10,2,0,0,1,0
4,4,5,0,3,1,0
9,12,2,0,1,1,1
10,9,5,0,4,1,0
6,12,2,0,0,1,0
4,1,3,0,3,1,0
9,15,2,0,1,1,1
10,12,5,0,4,1,0
6,4,2,0,0,1,0
4,1,3,0,3,1,0
9,6,2,0,1,1,1
10,15,5,0,4,1,0
6,1,2,0,0,1,0
4,1,3,0,3,1,0
9,15,2,0,1,1,1
10,15,5,0,4,1,0
6,8,2,0,0,1,0
4,1,3,0,3,1,0
9,18,2,0,1,1,1
10,8,5,0,4,1,0
6,8,2,0,0,1,0
4,1,3,0,3,1,0
9,15,2,0,1,1,1
10,10,5,0,4,1,0
6,21,2,0,0,1,0
4,6,3,0,3,1,0
14,4,3,0,1,1,1
10,8,5,0,4,1,0
6,4,2,0,0,1,0
4,6,3,0,3,1,0
14,9,3,0,1,1,1
10,12,5,0,4,1,0
6,6,2,0,0,1,0
4,6,3,0,3,1,0
14,1,3,0,2,1,1
10,18,5,0,4,1,0
6,4,2,0,0,1,0
4,8,3,0,3,1,0
14,15,3,0,2,1,1
10,12,5,0,4,1,0
6,12,2,0,0,1,0
4,8,3,0,3,1,0
14,12,5,0,2,1,1
10,12,5,0,4,1,0
6,15,2,0,0,1,0
4,6,3,0,3,1,0
14,10,5,0,2,1,1
10,4,5,0,4,1,0
6,10,2,0,0,1,0
4,12,3,0,3,1,0
14,12,5,0,2,1,1
10,1,5,0,5,1,0
6,6,2,0,0,1,0
4,6,3,0,3,1,0
14,18,5,0,2,1,1
10,10,5,0,5,1,0
6,4,2,0,0,1,0
4,1,4,0,4,1,0
14,10,6,1,2,1,1
10,12,5,0,5,1,0
6,1,2,0,0,1,0
4,1,4,0,4,1,0
14,12,6,1,2,1,1
10,10,5,0,5,1,0
6,1,2,0,0,1,0
4,4,4,0,4,1,0
14,18,6,1,2,1,1
10,8,5,0,5,1,0
6,6,2,0,0,1,0
4,6,4,0,4,1,0
14,27,6,1,2,1,1
10,4,5,0,5,1,0
6,4,3,0,1,1,0
4,6,4,0,4,1,0
14,1,6,1,2,1,1
10,9,5,0,5,1,0
6,9,3,0,1,1,0
4,8,4,0,4,2,0
14,8,6,1,2,2,1
10,20,5,0,6,2,0
6,18,3,0,1,2,0
4,8,4,0,4,2,0
14,8,6,1,2,2,1
10,6,5,0,7,2,0
6,20,3,0,1,2,0
4,4,4,0,4,2,0
14,10,6,1,2,2,1
10,10,5,0,7,2,0
6,4,3,0,2,2,0
4,4,4,0,4,2,0
14,12,6,1,2,2,1
10,10,5,0,7,2,0
6,6,3,0,2,2,0
4,4,4,0,4,2,0
14,1,6,1,2,2,1
10,15,5,0,7,2,0
6,6,3,0,2,2,0
4,9,4,0,4,2,0
14,2,6,1,2,2,1
10,18,5,0,7,2,0
6,9,3,0,2,2,0
4,12,4,0,4,2,0
14,4,6,1,2,2,1
10,18,5,0,7,2,0
6,6,3,0,2,2,0
4,12,4,0,4,2,0
14,6,6,1,2,2,1
10,10,5,0,7,2,0
6,8,3,0,2,2,0
4,4,4,0,5,2,0
14,4,6,1,2,2,1
10,12,5,0,7,2,0
6,15,3,0,2,2,0
4,8,4,0,5,2,0
14,12,6,1,2,2,1
10,28,5,0,7,2,0
6,15,3,0,2,2,0
4,10,4,0,5,2,0
14,12,6,1,2,2,1
10,15,5,0,7,2,0
6,15,3,0,2,2,0
4,10,4,0,5,2,0
14,18,6,1,2,2,1
10,10,5,0,7,2,0
6,9,3,0,2,2,0
4,6,4,0,5,2,0
18,12,7,1,2,2,1
10,10,5,0,7,2,0
6,6,3,0,2,2,0
4,1,4,0,6,2,0
18,8,7,1,3,2,1
10,8,5,0,7,2,0
6,6,3,0,2,2,0
4,12,4,0,6,2,0
18,24,7,1,3,2,1
10,15,5,0,7,2,0
6,6,3,0,2,2,0
4,1,4,0,7,2,0
18,24,7,1,3,2,1
10,21,5,0,7,2,0
6,10,3,0,2,2,0
4,6,4,0,7,2,0
18,22,7,1,3,2,1
10,12,5,0,7,2,0
6,12,3,0,2,2,0
4,6,4,0,7,2,0
18,40,7,1,3,2,1
10,24,5,0,7,2,0
6,10,3,0,2,2,0
4,15,4,0,7,2,0
18,8,7,1,3,2,1
10,8,5,0,7,2,0
6,6,3,0,2,2,0
4,9,4,0,8,2,0
18,8,7,1,3,2,1
10,10,5,0,7,2,0
6,10,3,0,2,2,0
4,32,4,0,8,2,0
18,3,7,1,3,2,1
10,10,5,0,7,2,0
6,6,3,0,3,2,0
10,18,5,0,8,2,0
18,1,7,1,3,2,1
10,12,5,0,7,2,0
6,15,3,0,3,2,0
10,12,5,0,8,2,0
18,1,7,1,3,2,1
10,15,5,0,7,2,0
6,6,3,0,4,2,0
10,4,5,0,8,2,0
18,12,7,1,3,2,1
10,21,5,0,7,2,0
6,12,3,0,5,2,0
10,8,5,0,8,2,0
18,21,7,1,3,2,1
10,10,5,0,7,2,0
6,6,3,0,6,2,0
10,6,5,0,8,2,0
18,10,7,1,3,2,1
10,12,5,0,7,2,0
6,10,3,0,6,2,0
10,8,5,0,8,2,0
18,8,7,1,3,2,1
10,15,5,0,7,2,0
6,12,3,0,6,2,0
10,9,5,0,8,2,0
18,10,7,1,3,2,1
10,8,5,0,7,2,0
6,15,3,0,6,2,0
10,4,6,0,9,2,0
18,8,7,1,3,2,1
10,8,5,0,7,2,0
6,28,3,0,6,2,0
10,9,6,0,9,2,0
24,1,8,1,3,2,1
10,12,5,0,7,2,0
6,24,3,0,6,2,0
10,9,6,0,9,2,0
24,8,8,1,3,2,1
10,8,5,0,7,2,0
6,32,3,0,6,2,0
10,12,6,0,9,2,0
24,15,8,1,3,2,1
10,12,5,0,7,2,0
6,10,3,0,6,2,0
10,12,6,0,9,2,0
24,16,8,1,3,2,1
10,18,5,0,7,2,0
6,6,3,0,6,2,0
10,12,6,0,9,2,0
28,28,9,1,3,2,1
10,8,5,0,7,2,0
6,9,3,0,6,2,0
10,18,6,0,9,2,0
28,55,9,1,3,2,1
10,24,5,0,7,2,0
6,15,3,0,6,2,0
10,15,6,0,9,2,0
28,12,9,1,3,2,1
10,10,5,0,7,2,0
6,15,3,0,6,2,0
10,10,6,0,9,2,0
28,21,9,1,3,2,1
10,8,5,0,7,3,0
6,15,3,0,6,3,0
10,10,6,0,9,3,0
28,21,9,1,3,3,1
10,12,5,0,7,3,0
6,15,3,0,6,3,0
10,10,6,0,9,3,0
28,40,9,1,3,3,1
10,21,5,0,7,3,0
6,8,3,0,6,3,0
10,1,6,0,9,3,0
28,76,9,1,3,3,1
10,6,5,0,7,3,0
6,12,3,0,6,3,0
10,6,6,0,9,3,0
28,110,9,1,3,3,1
10,15,5,0,7,3,0
6,24,3,0,6,3,0
10,8,6,0,9,3,0
28,48,9,1,3,3,1
10,12,5,0,7,3,0
6,28,3,0,6,3,0
10,2,6,0,9,3,0
28,9,9,1,3,3,1
14,1,6,0,7,3,0
6,9,3,0,6,3,0
10,0,6,0,9,3,0
28,28,9,1,3,3,1
14,1,6,0,7,3,0
6,9,3,0,6,3,0
10,12,6,0,9,3,0
28,32,9,1,3,3,1
14,9,6,0,7,3,0
6,20,3,0,6,3,0
16,8,7,0,9,3,0
28,6,9,1,3,3,1
14,15,6,0,7,3,0
6,12,3,0,6,3,0
16,15,7,0,9,3,0
28,6,9,1,3,3,1
14,15,6,0,7,3,0
6,15,3,0,6,3,0
16,6,7,0,9,3,0
28,36,9,1,3,3,1
14,28,6,0,7,3,0
6,18,3,0,6,3,0
16,10,7,0,9,3,0
28,35,9,1,3,3,1
14,24,6,0,7,3,0
6,21,3,0,6,3,0
16,6,7,0,9,3,0
28,15,9,1,3,3,1
14,10,6,0,7,3,0
6,10,3,0,6,3,0
16,6,7,0,9,3,0
28,32,9,1,3,3,1
14,12,6,0,7,3,0
6,10,3,0,6,3,0
16,10,7,0,9,3,0
28,56,9,1,3,3,1
14,21,6,0,7,3,0
6,12,3,0,6,3,0
16,6,7,0,9,3,0
28,36,9,1,3,3,1
14,8,6,0,7,3,0
6,12,3,0,6,3,0
16,3,7,0,9,3,0
28,65,9,1,3,3,1
14,8,6,0,7,3,0
6,4,3,0,6,3,0
16,8,7,0,9,3,0
28,8,9,1,3,3,1
14,4,6,0,7,3,0
6,4,3,0,6,3,0
16,15,7,0,9,3,0
28,24,9,1,3,3,1
14,15,6,0,7,3,0
6,6,3,0,6,3,0
16,32,7,0,9,3,0
28,3,9,1,3,3,1
14,15,6,0,7,3,0
6,8,3,0,6,3,0
16,36,7,0,9,3,0
28,21,9,1,3,3,1
14,18,6,0,7,3,0
6,6,3,0,6,3,0
16,12,7,0,9,3,0
28,21,9,1,3,3,1
14,9,6,0,7,3,0
6,4,3,0,6,3,0
16,18,7,0,9,3,0
28,18,9,1,3,3,1
14,16,6,0,7,3,0
6,9,3,0,6,3,0
16,15,7,0,9,3,0
28,28,9,1,3,3,1
14,9,6,0,7,3,0
6,15,3,0,6,3,0
16,18,7,0,9,3,0
28,40,9,1,3,3,1
14,15,6,0,7,3,0
6,18,3,0,6,3,0
16,6,7,0,9,3,0
28,28,9,1,3,3,1
14,15,6,0,7,3,0
6,8,3,0,6,3,0
16,6,7,0,9,3,0
28,28,9,1,3,3,1
14,21,6,0,7,3,0
6,6,3,0,6,3,0
16,15,7,0,9,3,0
28,40,9,1,3,3,1
14,4,7,1,7,3,0
6,1,3,0,6,3,0
16,10,7,0,9,3,0
28,65,9,1,3,3,1
14,8,7,1,7,3,0
6,1,3,0,6,3,0
16,18,7,0,9,3,0
28,85,9,1,3,3,1
14,4,7,1,7,3,0
6,4,3,0,6,3,0
16,8,7,0,9,3,0
28,70,9,1,3,3,1
14,12,7,1,7,3,0
6,9,3,0,6,3,0
16,21,7,0,9,3,0
28,100,9,1,3,3,1
14,15,7,1,7,3,0
6,15,3,0,6,3,0
16,18,7,0,9,3,0
28,100,9,1,3,3,1
14,24,7,1,7,3,0
6,15,3,0,6,3,0
16,6,7,0,9,3,0
28,90,9,1,3,3,1
14,28,7,1,7,3,0
6,18,3,0,6,3,0
16,20,7,0,9,3,0
28,45,9,1,3,3,1
14,18,7,1,7,3,0
6,8,3,0,6,3,0
16,21,7,0,9,3,0
28,18,9,1,3,3,1
14,21,7,1,7,3,0
6,4,3,0,6,3,0
16,24,7,0,9,3,0
28,52,9,1,3,3,1
14,21,7,1,7,3,0
6,9,3,0,6,3,0
16,32,7,0,9,3,0
28,44,10,2,3,3,1
14,18,2,0,0,3,0
10,6,2,0,0,1,0
11,18,2,0,0,1,0
7,9,2,0,0,1,0
14,6,2,0,0,1,1
10,2,2,0,0,1,0
11,10,2,0,0,1,0
7,6,2,0,0,1,0
14,15,2,0,0,1,1
10,3,2,0,0,1,0
11,6,2,0,1,1,0
7,2,2,0,0,1,0
14,6,2,0,0,1,1
10,8,2,0,0,1,0
11,30,2,0,1,1,0
7,0,2,0,0,1,0
14,8,2,0,0,1,1
10,12,2,0,0,1,0
11,28,2,0,1,1,0
7,1,2,0,0,1,0
14,3,2,0,1,1,1
10,8,2,0,1,1,0
11,15,2,0,2,1,0
7,4,2,0,0,1,0
14,4,2,0,1,1,1
10,18,2,0,1,1,0
11,8,4,0,3,1,0
7,6,2,0,0,1,0
14,6,2,0,1,1,1
10,21,2,0,1,1,0
11,10,4,0,3,1,0
7,6,2,0,0,1,0
14,8,2,0,1,1,1
10,27,2,0,1,1,0
11,8,4,0,3,1,0
7,4,2,0,0,1,0
14,12,2,0,1,1,1
10,24,2,0,1,1,0
11,12,4,0,3,1,0
7,3,3,0,1,1,0
14,6,2,0,1,1,1
13,18,3,0,1,1,0
11,6,5,0,4,1,0
7,4,3,0,1,1,0
14,2,4,0,3,1,1
13,10,3,0,1,1,0
11,6,5,0,4,1,0
7,9,3,0,1,1,0
14,8,4,0,3,1,1
13,4,3,0,1,1,0
11,12,5,0,4,1,0
7,9,3,0,1,1,0
14,10,4,0,3,1,1
13,12,3,0,1,1,0
11,15,5,0,4,1,0
7,15,3,0,1,1,0
14,21,4,0,3,1,1
13,15,3,0,1,1,0
11,15,5,0,4,1,0
7,6,3,0,2,1,0
14,18,4,0,3,1,1
13,12,3,0,2,1,0
11,15,5,0,4,1,0
7,15,3,0,2,1,0
14,18,4,0,3,1,1
13,18,3,0,2,1,0
11,8,5,0,4,1,0
7,9,3,0,2,1,0
14,12,4,0,3,1,1
13,12,3,0,2,1,0
11,8,5,0,4,1,0
10,1,4,0,2,1,0
14,8,4,0,4,1,1
13,12,3,0,2,1,0
11,15,5,0,4,1,0
10,12,4,0,2,1,0
14,15,6,0,4,1,1
13,15,3,0,2,1,0
11,21,3,0,4,1,0
10,15,4,0,2,1,0
14,6,7,0,5,1,1
13,6,3,0,3,1,0
11,21,3,0,4,1,0
10,18,4,0,2,1,0
14,6,7,0,5,1,1
13,1,5,0,3,1,0
11,21,3,0,4,1,0
10,12,4,0,2,1,0
14,4,7,0,5,1,1
13,6,5,0,3,1,0
11,24,3,0,4,1,0
10,6,4,0,2,1,0
14,6,7,0,6,1,1
13,12,5,0,3,1,0
11,15,3,0,4,1,0
10,12,4,0,2,1,0
14,12,7,0,6,1,1
13,12,5,0,3,1,0
11,12,3,0,4,1,0
10,18,4,0,2,1,0
14,4,8,1,6,1,1
13,15,5,0,3,1,0
11,18,3,0,4,1,0
10,24,4,0,2,1,0
14,15,8,1,6,1,1
13,15,5,0,3,1,0
11,20,3,0,4,1,0
10,15,4,0,3,1,0
14,12,8,1,7,1,1
13,24,5,0,3,1,0
11,12,3,0,4,1,0
10,21,4,0,3,1,0
14,10,8,1,8,1,1
13,24,5,0,3,1,0
11,15,3,0,4,1,0
10,4,4,0,3,1,0
14,30,8,1,8,1,1
13,32,5,0,3,1,0
11,15,3,0,4,1,0
10,9,4,0,3,2,0
14,4,8,1,8,2,1
13,6,5,0,3,2,0
11,9,3,0,4,2,0
10,1,4,0,4,2,0
14,4,8,1,8,2,1
13,6,5,0,3,2,0
11,6,3,0,4,2,0
10,6,4,0,4,2,0
14,2,8,1,8,2,1
13,8,5,0,3,2,0
11,15,3,0,4,2,0
10,15,4,0,4,2,0
14,6,8,1,8,2,1
13,18,5,0,3,2,0
11,6,3,0,4,2,0
10,12,6,0,4,2,0
14,28,8,1,8,2,1
13,18,3,0,3,2,0
11,12,3,0,4,2,0
10,18,6,0,4,2,0
14,18,8,1,8,2,1
13,21,3,0,3,2,0
11,18,3,0,4,2,0
10,15,6,0,4,2,0
14,21,8,1,8,2,1
13,21,3,0,3,2,0
11,12,3,0,4,2,0
10,6,6,0,4,2,0
14,12,8,1,8,2,1
13,18,3,0,3,2,0
11,6,3,0,4,2,0
10,4,6,0,4,2,0
14,8,8,1,8,2,1
13,8,3,0,4,2,0
11,21,3,0,4,2,0
10,4,6,0,4,2,0
14,4,8,1,8,2,1
13,18,3,0,4,2,0
11,15,3,0,5,2,0
10,1,6,0,4,2,0
14,4,8,1,8,2,1
13,12,3,0,4,2,0
11,24,3,0,5,2,0
10,2,6,0,4,2,0
14,15,8,1,8,2,1
13,12,3,0,4,2,0
11,12,3,0,5,2,0
10,2,6,0,4,2,0
14,2,9,2,8,2,1
13,21,3,0,4,2,0
11,3,3,0,5,2,0
10,4,6,0,4,2,0
14,10,9,2,8,2,1
13,21,3,0,4,2,0
11,12,3,0,5,2,0
10,8,6,0,4,2,0
14,18,9,2,8,2,1
13,21,3,0,4,2,0
11,8,3,0,5,2,0
10,10,6,0,4,2,0
14,10,9,2,8,2,1
13,14,3,0,4,2,0
11,10,3,0,5,2,0
10,10,6,0,4,2,0
14,12,9,2,8,2,1
13,6,3,0,4,2,0
11,12,3,0,5,2,0
10,4,6,0,4,2,0
14,3,9,2,9,2,1
13,9,3,0,4,2,0
11,12,3,0,5,2,0
10,6,6,0,4,2,0
14,33,9,2,9,2,1
15,8,4,0,4,2,0
11,9,3,0,5,2,0
10,12,6,0,4,2,0
14,24,9,2,9,2,1
15,12,4,0,4,2,0
11,1,3,0,6,2,0
10,9,6,0,4,2,0
14,6,9,2,9,2,1
15,6,4,0,4,2,0
11,1,3,0,6,2,0
10,4,6,0,4,2,0
14,9,9,2,9,2,1
15,9,4,0,4,2,0
11,1,3,0,6,2,0
10,2,6,0,4,2,0
14,4,9,2,10,2,1
15,15,4,0,4,2,0
11,4,3,0,6,2,0
10,1,6,0,4,2,0
14,20,9,2,10,2,1
15,21,4,0,4,2,0
11,12,3,0,6,2,0
10,0,6,0,4,2,0
14,36,9,2,10,2,1
15,24,4,0,4,2,0
11,15,3,0,6,2,0
10,2,6,0,4,2,0
14,33,9,2,11,2,1
15,20,4,0,4,2,0
11,18,3,0,6,2,0
10,3,6,0,4,2,0
14,24,9,2,11,2,1
15,32,4,0,4,2,0
11,8,3,0,6,2,0
10,2,6,0,4,2,0
14,36,9,2,11,2,1
15,50,4,0,4,2,0
11,21,3,0,6,2,0
10,1,6,0,4,2,0
14,45,9,2,11,2,1
16,27,5,0,4,2,0
11,14,3,0,6,2,0
10,1,6,0,4,2,0
14,42,9,2,11,3,1
16,21,5,0,4,3,0
11,12,3,0,6,3,0
10,2,6,0,4,3,0
14,16,9,2,11,3,1
16,18,5,0,4,3,0
11,6,3,0,6,3,0
10,6,6,0,4,3,0
14,21,9,2,11,3,1
16,1,5,0,4,3,0
11,8,3,0,6,3,0
10,12,6,0,4,3,0
14,18,9,2,11,3,1
16,4,5,0,4,3,0
11,10,3,0,6,3,0
10,6,6,0,4,3,0
14,30,9,2,11,3,1
16,15,5,0,4,3,0
11,12,3,0,6,3,0
10,4,6,0,4,3,0
14,8,9,2,11,3,1
16,15,5,0,4,3,0
11,12,3,0,6,3,0
10,4,6,0,4,3,0
14,15,9,2,11,3,1
16,28,5,0,4,3,0
11,18,3,0,6,3,0
10,18,6,0,4,3,0
14,18,9,2,11,3,1
16,28,5,0,4,3,0
11,28,3,0,6,3,0
12,8,7,0,4,3,0
14,40,9,2,11,3,1
16,16,5,0,4,3,0
11,28,3,0,6,3,0
12,6,7,0,4,3,0
14,56,9,2,11,3,1
16,21,5,0,4,3,0
11,15,4,1,6,3,0
12,8,7,0,4,3,0
14,64,9,2,11,3,1
16,28,5,0,4,3,0
11,36,4,1,6,3,0
12,1,8,1,4,3,0
14,76,9,2,11,3,1
16,36,5,0,4,3,0
11,36,4,1,6,3,0
12,1,8,1,4,3,0
14,60,9,2,11,3,1
16,44,5,0,4,3,0
11,15,5,2,6,3,0
12,12,8,1,4,3,0
14,21,9,2,11,3,1
16,12,5,0,4,3,0
11,18,5,2,6,3,0
12,28,8,1,4,3,0
14,21,9,2,11,3,1
16,12,5,0,4,3,0
11,9,5,2,6,3,0
12,10,8,1,4,3,0
14,18,9,2,11,3,1
16,12,5,0,4,3,0
11,15,5,2,6,3,0
12,40,8,1,4,3,0
14,27,9,2,11,3,1
16,15,5,0,4,3,0
11,16,5,2,6,3,0
12,18,8,1,4,3,0
14,12,9,2,11,3,1
16,15,5,0,4,3,0
11,12,5,2,6,3,0
12,18,8,1,4,3,0
14,28,9,2,11,3,1
16,10,5,0,4,3,0
11,15,5,2,6,3,0
12,21,8,1,4,3,0
14,60,9,2,11,3,1
16,15,5,0,4,3,0
11,16,5,2,6,3,0
12,10,8,1,4,3,0
14,28,9,2,11,3,1
16,18,5,0,4,3,0
11,24,5,2,6,3,0
12,15,8,1,4,3,0
14,12,9,2,11,3,1
16,15,5,0,4,3,0
11,28,5,2,6,3,0
12,8,8,1,4,3,0
14,20,9,2,11,3,1
16,21,5,0,4,3,0
11,12,5,2,6,3,0
12,6,8,1,4,3,0
14,15,9,2,11,3,1
16,1,5,0,4,3,0
11,12,5,2,6,3,0
12,6,8,1,4,3,0
14,24,9,2,11,3,1
16,12,5,0,4,3,0
11,36,5,2,6,3,0
12,9,8,1,4,3,0
14,32,9,2,11,3,1
17,12,6,0,4,3,0
11,60,5,2,6,3,0
12,9,8,1,4,3,0
14,4,9,2,11,3,1
17,12,6,0,4,3,0
11,18,5,2,6,3,0
12,18,8,1,4,3,0
14,20,9,2,11,3,1
17,12,6,0,4,3,0
6,15,2,0,0,1,0
0,2,2,0,1,1,0
6,4,2,0,0,1,0
17,4,3,0,2,1,1
6,15,2,0,0,1,0
0,2,2,0,1,1,0
6,4,2,0,0,1,0
17,4,3,0,2,1,1
6,21,2,0,0,1,0
0,3,2,0,1,1,0
6,6,2,0,0,1,0
17,12,3,0,2,1,1
6,24,2,0,0,1,0
0,3,2,0,1,1,0
6,8,2,0,0,1,0
17,15,3,0,2,1,1
6,10,2,0,0,1,0
0,8,2,0,1,1,0
6,12,2,0,0,1,0
17,16,3,0,3,1,1
6,8,2,0,0,1,0
0,15,2,0,1,1,0
6,12,2,0,0,1,0
17,15,5,0,4,1,1
6,8,2,0,0,1,0
0,6,2,0,1,1,0
6,21,2,0,0,1,0
17,15,6,0,5,1,1
6,18,2,0,0,1,0
0,9,2,0,1,1,0
6,6,2,0,0,1,0
17,10,6,0,6,1,1
6,10,2,0,0,1,0
0,4,2,0,2,1,0
6,12,2,0,0,1,0
17,24,6,0,6,1,1
6,12,2,0,0,1,0
0,6,2,0,2,1,0
6,18,2,0,0,1,0
17,6,6,0,6,1,1
6,12,2,0,0,1,0
0,6,2,0,2,1,0
6,15,2,0,1,1,0
17,15,6,0,6,1,1
6,21,2,0,0,1,0
0,4,2,0,2,2,0
6,28,2,0,1,2,0
17,15,6,0,6,2,1
6,21,2,0,0,2,0
0,4,2,0,2,2,0
6,9,2,0,1,2,0
17,18,6,0,6,2,1
6,21,2,0,0,2,0
0,4,2,0,2,2,0
6,1,2,0,2,2,0
17,28,6,0,6,2,1
6,21,2,0,0,2,0
0,4,2,0,2,2,0
7,4,3,0,2,2,0
17,15,7,0,7,2,1
6,21,2,0,0,2,0
0,1,2,0,2,2,0
7,4,3,0,2,2,0
17,4,8,0,8,2,1
6,14,2,0,0,2,0
0,1,2,0,2,2,0
7,9,3,0,2,2,0
17,18,8,0,8,2,1
6,8,2,0,0,2,0
0,1,2,0,2,2,0
7,4,4,0,3,2,0
17,8,8,0,8,2,1
6,2,2,0,0,2,0
0,1,2,0,2,2,0
7,1,4,0,3,2,0
17,8,8,0,8,2,1
6,1,2,0,0,2,0
0,1,2,0,2,2,0
7,12,4,0,3,2,0
17,1,8,0,9,2,1
6,4,2,0,0,2,0
0,2,2,0,2,2,0
7,12,4,0,3,2,0
17,12,8,0,9,2,1
6,6,2,0,0,2,0
0,4,2,0,2,2,0
7,12,4,0,3,2,0
17,12,8,0,9,2,1
6,15,2,0,0,2,0
0,4,2,0,2,2,0
7,12,4,0,3,2,0
17,15,8,0,10,2,1
6,18,2,0,0,2,0
0,1,2,0,2,2,0
7,21,4,0,3,2,0
17,15,8,0,11,2,1
6,21,2,0,0,2,0
0,0,2,0,2,3,0
7,10,4,0,4,3,0
17,24,8,0,11,3,1
6,21,2,0,0,3,0
0,0,2,0,2,3,0
7,24,4,0,4,3,0
23,0,9,0,12,3,1
6,18,2,0,0,3,0
0,0,2,0,2,3,0
7,8,4,0,5,3,0
23,24,9,0,12,3,1
6,18,2,0,0,3,0
0,0,2,0,2,3,0
7,24,4,0,5,3,0
23,20,9,0,13,3,1
6,16,2,0,0,3,0
0,0,2,0,2,3,0
7,15,4,0,5,3,0
23,24,9,0,14,3,1
6,10,2,0,0,3,0
0,0,2,0,2,3,0
7,6,4,0,5,3,0
23,8,9,0,14,3,1
6,12,2,0,0,3,0
0,1,2,0,2,3,0
7,6,4,0,5,3,0
23,12,9,0,14,3,1
6,8,2,0,0,3,0
0,1,2,0,2,3,0
7,8,4,0,5,3,0
23,15,9,0,15,3,1
6,8,2,0,0,3,0
0,1,2,0,2,3,0
7,4,4,0,5,3,0
23,18,9,0,15,3,1
6,8,2,0,0,3,0
0,0,2,0,2,3,0
7,4,4,0,5,3,0
23,24,9,0,16,3,1
6,12,4,0,0,3,0
0,0,2,0,2,3,0
7,12,4,0,5,3,0
23,6,9,0,17,3,1
6,18,4,0,0,3,0
0,0,2,0,2,3,0
7,18,4,0,5,3,0
23,4,11,0,17,3,1
10,9,2,0,0,3,1
6,12,2,0,0,1,0
7,6,2,0,0,1,0
14,27,2,0,0,1,0
10,1,2,0,1,1,1
6,12,2,0,0,1,0
7,4,2,0,0,1,0
14,33,2,0,0,1,0
10,4,4,0,2,1,1
6,9,2,0,0,1,0
7,12,2,0,0,1,0
14,18,2,0,0,1,0
10,12,4,0,2,1,1
6,12,2,0,0,1,0
7,4,2,0,1,1,0
14,8,2,0,0,1,0
10,1,4,0,3,1,1
6,9,2,0,0,1,0
7,9,2,0,1,1,0
14,8,2,0,0,1,0
10,9,4,0,3,1,1
6,4,2,0,0,1,0
7,3,2,0,1,1,0
14,12,2,0,0,1,0
10,12,4,0,3,1,1
6,4,2,0,0,1,0
7,3,2,0,1,1,0
14,8,2,0,0,1,0
10,16,4,0,4,1,1
6,1,2,0,0,1,0
7,12,2,0,1,1,0
14,15,2,0,0,1,0
10,1,5,0,5,1,1
6,8,2,0,0,1,0
7,8,2,0,1,1,0
14,15,2,0,0,1,0
10,2,5,0,5,1,1
6,15,2,0,0,1,0
7,10,2,0,1,1,0
14,8,2,0,0,1,0
10,3,5,0,5,1,1
6,8,2,0,0,1,0
7,10,2,0,1,1,0
14,10,2,0,1,1,0
10,9,5,0,5,1,1
6,6,2,0,0,1,0
7,18,2,0,1,1,0
14,22,2,0,1,1,0
10,8,7,0,5,1,1
6,8,2,0,0,1,0
7,6,2,0,1,1,0
14,18,2,0,1,1,0
10,21,8,1,5,1,1
6,6,2,0,0,1,0
7,6,2,0,1,1,0
14,4,2,0,2,1,0
10,24,8,1,5,1,1
6,6,2,0,0,1,0
7,12,2,0,1,1,0
14,8,2,0,2,1,0
10,21,8,1,5,2,1
6,8,2,0,0,2,0
7,12,2,0,1,2,0
14,8,2,0,2,2,0
10,10,8,1,5,2,1
6,10,2,0,0,2,0
7,12,2,0,1,2,0
14,15,2,0,2,2,0
10,12,8,1,5,2,1
6,10,2,0,0,2,0
7,12,2,0,1,2,0
14,6,3,0,3,2,0
10,10,8,1,5,2,1
6,4,2,0,0,2,0
7,12,2,0,1,2,0
14,4,4,0,4,2,0
10,6,8,1,5,2,1
6,8,2,0,0,2,0
7,12,2,0,1,2,0
14,8,4,0,4,2,0
10,8,8,1,5,2,1
6,8,2,0,0,2,0
7,12,2,0,1,2,0
14,10,4,0,4,2,0
10,8,8,1,5,2,1
6,8,2,0,0,2,0
7,18,2,0,1,2,0
14,21,4,0,4,2,0
10,10,8,1,5,2,1
6,15,2,0,0,2,0
7,24,2,0,1,2,0
14,36,4,0,4,2,0
10,10,8,1,5,2,1
6,18,2,0,0,2,0
7,6,2,0,1,2,0
14,6,4,0,4,2,0
10,8,8,1,5,2,1
6,12,2,0,0,2,0
7,15,2,0,1,2,0
14,4,4,0,4,2,0
10,4,8,1,5,2,1
6,4,2,0,1,2,0
7,18,2,0,1,2,0
14,8,4,0,4,2,0
10,9,8,1,5,2,1
6,10,2,0,1,2,0
7,18,2,0,1,2,0
14,3,4,0,4,2,0
10,16,8,1,5,2,1
6,15,2,0,1,2,0
7,18,2,0,1,2,0
14,3,4,0,4,2,0
10,20,8,1,5,2,1
6,15,2,0,1,2,0
7,18,2,0,1,2,0
14,3,4,0,4,2,0
10,21,8,1,6,2,1
6,12,2,0,1,2,0
7,18,2,0,1,2,0
14,3,4,0,4,2,0
10,12,8,1,6,3,1
